Date,Open,High,Low,Close,Volume,Adj Close
2010-06-28,17,17,17,17,0,17
2010-06-29,19,25,17.54,23.89,18783276,17.54
2010-06-30,25.79,30.42,23.3,23.83,17194394,23.3
2010-07-01,25,25.92,20.27,21.96,8229863,20.27
2010-07-02,23,23.1,18.71,19.2,5141807,18.71
2010-07-06,20,20,15.83,16.11,6879296,15.83
2010-07-07,16.4,16.63,14.98,15.8,6924914,14.98
2010-07-08,16.14,17.52,15.57,17.46,7719539,15.57
2010-07-09,17.58,17.9,16.55,17.4,4058606,16.55
2010-07-12,17.95,18.07,17,17.05,2203570,17
2010-07-13,17.39,18.64,16.9,18.14,2680060,16.9
2010-07-14,17.94,20.15,17.76,19.84,4196110,17.76
2010-07-15,19.94,21.5,19,19.89,3745297,19
2010-07-16,20.7,21.3,20.05,20.64,2621210,20.05
2010-07-19,21.37,22.25,20.92,21.91,2486489,20.92
2010-07-20,21.85,21.85,20.05,20.3,1825231,20.05
2010-07-21,20.66,20.9,19.5,20.22,1253442,19.5
2010-07-22,20.5,21.25,20.37,21,962345,20.37
2010-07-23,21.19,21.56,21.06,21.29,654049,21.06
2010-07-26,21.5,21.5,20.3,20.95,922453,20.3
2010-07-27,20.91,21.18,20.26,20.55,619675,20.26
2010-07-28,20.55,20.9,20.51,20.72,467183,20.51
2010-07-29,20.77,20.88,20,20.35,615910,20
2010-07-30,20.2,20.44,19.55,19.94,426830,19.55
2010-08-02,20.5,20.97,20.33,20.92,719145,20.33
2010-08-03,21,21.95,20.82,21.95,1231023,20.82
2010-08-04,21.95,22.18,20.85,21.26,920756,20.85
2010-08-05,21.54,21.55,20.05,20.45,796380,20.05
2010-08-06,20.1,20.16,19.52,19.59,742138,19.52
2010-08-09,19.9,19.98,19.45,19.6,812656,19.45
2010-08-10,19.65,19.65,18.82,19.03,1281286,18.82
2010-08-11,18.69,18.88,17.85,17.9,797650,17.85
2010-08-12,17.8,17.9,17.39,17.6,691281,17.39
2010-08-13,18.18,18.45,17.66,18.32,634513,17.66
2010-08-16,18.45,18.8,18.26,18.78,486211,18.26
2010-08-17,18.96,19.4,18.78,19.15,447881,18.78
2010-08-18,19.59,19.59,18.6,18.77,601332,18.6
2010-08-19,18.54,19.25,18.33,18.79,579082,18.33
2010-08-20,18.65,19.11,18.51,19.1,297499,18.51
2010-08-23,19.09,20.39,19,20.13,1088029,19
2010-08-24,19.25,19.71,18.95,19.2,673074,18.95
2010-08-25,19.16,19.98,18.56,19.9,503289,18.56
2010-08-26,19.89,20.27,19.6,19.75,433736,19.6
2010-08-27,19.75,19.87,19.5,19.7,378145,19.5
2010-08-30,19.7,20.19,19.61,19.87,732731,19.61
2010-08-31,19.66,19.79,19.33,19.48,201012,19.33
2010-09-01,19.62,20.69,19.6,20.45,494885,19.6
2010-09-02,20.37,21.24,20.31,21.06,487060,20.31
2010-09-03,20.87,21.3,20.66,21.05,425956,20.66
2010-09-07,20.61,21,20.5,20.54,243335,20.5
2010-09-08,20.66,20.95,20.6,20.9,288382,20.6
2010-09-09,21,21.05,20.69,20.71,376197,20.69
2010-09-10,20.75,20.93,19.76,20.17,385689,19.76
2010-09-13,20.89,20.9,20.5,20.72,360703,20.5
2010-09-14,20.54,21.6,20.53,21.12,654629,20.53
2010-09-15,20.98,22,20.79,21.98,684558,20.79
2010-09-16,22.15,23.16,20.84,20.94,2685480,20.84
2010-09-17,21.02,21.32,19.8,20.23,1174860,19.8
2010-09-20,20.67,21.35,20.16,21.05,947475,20.16
2010-09-21,20.89,21.55,20.67,20.77,796000,20.67
2010-09-22,20.87,20.95,19.8,19.87,962816,19.8
2010-09-23,19.89,20.14,19.5,19.56,668076,19.5
2010-09-24,19.95,20.19,19.65,20.1,573187,19.65
2010-09-27,20.4,20.81,20.05,20.53,418597,20.05
2010-09-28,21.04,21.49,20.76,21.4,1214465,20.76
2010-09-29,21.19,22.03,21.13,21.98,1969457,21.13
2010-09-30,22,22.15,20.19,20.41,2196625,20.19
2010-10-01,20.69,20.75,20.31,20.6,522518,20.31
2010-10-04,20.43,21.17,20.3,20.99,643599,20.3
2010-10-05,21.15,21.28,21.01,21.12,331936,21.01
2010-10-06,21.06,21.26,20.32,20.46,313357,20.32
2010-10-07,20.57,20.64,20.34,20.43,140920,20.34
2010-10-08,20.43,20.79,20.39,20.43,266219,20.39
2010-10-11,20.44,20.7,20.07,20.24,171194,20.07
2010-10-12,20.2,20.28,20.03,20.24,243912,20.03
2010-10-13,20.64,20.85,20.36,20.54,319200,20.36
2010-10-14,21,21.03,20.4,20.75,294620,20.4
2010-10-15,20.89,20.9,20.25,20.54,283045,20.25
2010-10-18,20.52,20.64,20.22,20.23,162729,20.22
2010-10-19,20.2,20.41,20,20.05,245127,20
2010-10-20,20.16,20.69,20.04,20.65,312444,20.04
2010-10-21,20.61,20.95,20.45,20.75,417099,20.45
2010-10-22,20.68,20.93,20.55,20.72,161021,20.55
2010-10-25,20.94,20.98,20.73,20.85,118614,20.73
2010-10-26,20.8,21.87,20.51,21.36,660841,20.51
2010-10-27,21.25,21.38,20.65,21,356500,20.65
2010-10-28,21.39,21.5,20.96,21.19,224190,20.96
2010-10-29,21.14,21.85,21.05,21.84,278955,21.05
2010-11-01,21.94,22.75,21.31,21.41,455784,21.31
2010-11-02,21.68,21.88,21.05,21.25,322465,21.05
2010-11-03,21.28,22.5,21.16,21.77,374199,21.16
2010-11-04,22.6,25.33,22.15,24.9,1874801,22.15
2010-11-05,24.87,24.97,23.72,24.44,987386,23.72
2010-11-08,24.5,25,24.03,24.98,509375,24.03
2010-11-09,25,25.69,24.05,24.63,956649,24.05
2010-11-10,24.48,29.97,24.05,29.36,3061038,24.05
2010-11-11,28.6,29.1,27.33,28.04,1944794,27.33
2010-11-12,28.25,30.5,28.07,29.84,2668613,28.07
2010-11-15,30.22,32.94,30.22,30.8,2624233,30.22
2010-11-16,31,31.4,28.42,29.67,1347531,28.42
2010-11-17,30.2,30.75,28.61,29.49,749941,28.61
2010-11-18,30.67,30.74,28.92,29.89,956248,28.92
2010-11-19,30.16,31.37,8.03,30.99,1145553,8.03
2010-11-22,31.57,33.45,31.5,33.4,1529622,31.5
2010-11-23,33.29,35.68,32.19,34.57,1577970,32.19
2010-11-24,35.27,35.97,34.33,35.47,1424959,34.33
2010-11-26,35.6,36,34.75,35.32,342754,34.75
2010-11-29,35.41,35.95,33.33,34.33,1145543,33.33
2010-11-30,33.74,35.33,33.41,35.33,2222558,33.41
2010-12-01,35.87,36.42,33.45,34.35,1299175,33.45
2010-12-02,34.01,34.3,31.2,32.35,2006967,31.2
2010-12-03,32.01,32.25,30.87,31.49,1103490,30.87
2010-12-06,31.35,31.45,29.56,30.31,1274375,29.56
2010-12-07,30.49,32.4,30.05,31.56,1311548,30.05
2010-12-08,32.48,32.49,31.52,32.37,659980,31.52
2010-12-09,32.51,32.72,31.65,32.05,405983,31.65
2010-12-10,32.05,32.92,31.13,31.52,427581,31.13
2010-12-13,31.64,31.77,30.4,30.55,410331,30.4
2010-12-14,30.29,30.39,27.76,28.53,1765685,27.76
2010-12-15,28.67,29.97,28.53,29.6,742900,28.53
2010-12-16,30,30.91,29.65,30.81,790070,29.65
2010-12-17,31.34,31.54,30.71,31.36,674955,30.71
2010-12-20,31.64,32.19,31.26,31.7,523320,31.26
2010-12-21,31.8,32.69,31.71,32.26,777678,31.71
2010-12-22,32.25,32.86,31.7,32.63,833256,31.7
2010-12-23,31.26,32.48,29.92,30.09,1552525,29.92
2010-12-27,28.02,28.58,25.06,25.55,9301929,25.06
2010-12-28,25.85,26.75,25,26.41,4056270,25
2010-12-29,27.03,28.01,26.5,27.73,3319430,26.5
2010-12-30,27.7,27.9,26.38,26.5,2041067,26.38
2010-12-31,26.78,27,26.5,26.63,1211883,26.5
2011-01-03,26.84,27,25.9,26.62,1282904,25.9
2011-01-04,26.66,26.95,26.02,26.67,1189071,26.02
2011-01-05,26.48,26.9,26.19,26.83,1446869,26.19
2011-01-06,26.81,28,26.81,27.88,2061117,26.81
2011-01-07,28,28.58,27.9,28.24,1513883,27.9
2011-01-10,28.15,28.68,28.05,28.45,1342612,28.05
2011-01-11,28.59,28.71,26.92,26.96,1710701,26.92
2011-01-12,27.01,27.4,26.52,26.96,964722,26.52
2011-01-13,26.96,26.97,26.16,26.22,723522,26.16
2011-01-14,26.13,26.58,25.61,25.75,1138119,25.61
2011-01-18,25.48,25.64,24.75,25.64,1622539,24.75
2011-01-19,25.45,25.47,23.75,24.03,2371514,23.75
2011-01-20,24.03,24.45,22.37,22.62,2279858,22.37
2011-01-21,23.24,23.59,22.71,23.04,1148866,22.71
2011-01-24,23.53,24.81,23.23,24.49,1645189,23.23
2011-01-25,24.65,24.89,24.02,24.68,1271457,24.02
2011-01-26,24.71,24.88,24.1,24.75,1079867,24.1
2011-01-27,24.74,25.08,24.53,24.92,895655,24.53
2011-01-28,24.81,24.85,23.75,24.01,1005445,23.75
2011-01-31,24.05,24.12,23.5,24.1,831151,23.5
2011-02-01,24.31,24.73,23.54,23.91,707791,23.54
2011-02-02,24.16,24.18,23.67,23.94,569472,23.67
2011-02-03,23.82,23.9,23.15,23.63,512067,23.15
2011-02-04,23.67,23.67,23.22,23.46,535918,23.22
2011-02-07,23.26,23.26,22.88,23.07,895011,22.88
2011-02-08,23.78,25.25,23,24.49,3505183,23
2011-02-09,24.13,24.18,22.79,23.21,2635862,22.79
2011-02-10,23.26,23.64,22.81,23.21,836020,22.81
2011-02-11,23.25,23.75,22.94,23.25,616591,22.94
2011-02-14,23.64,24.14,23.05,23.08,1283104,23.05
2011-02-15,23.01,23.17,22.56,22.84,955606,22.56
2011-02-16,23.1,24.97,23.07,24.73,4115306,23.07
2011-02-18,23.33,23.49,22.96,23.18,2317627,22.96
2011-02-22,22.85,23,21.78,21.87,2064540,21.78
2011-02-23,22.18,22.5,21.11,21.83,1605508,21.11
2011-02-24,21.78,22.58,21.5,22.53,1055450,21.5
2011-02-25,22.74,23.85,22.69,23.61,1347257,22.69
2011-02-28,23.73,24.1,23.5,23.89,1051106,23.5
2011-03-01,24.05,24.32,23.7,23.94,1106350,23.7
2011-03-02,23.82,24.28,23.73,24.02,663294,23.73
2011-03-03,24.48,24.79,24.06,24.36,640140,24.06
2011-03-04,24.46,24.99,23.78,24.95,1580100,23.78
2011-03-07,24.89,25.4,24.7,24.94,2033531,24.7
2011-03-08,24.6,24.96,24,24.66,1399851,24
2011-03-09,24.66,24.99,24.27,24.72,924721,24.27
2011-03-10,24.43,24.49,23.73,24.01,1016947,23.73
2011-03-11,23.85,24.25,23.53,24.07,930794,23.53
2011-03-14,23.82,24,23.2,23.25,1165971,23.2
2011-03-15,22.16,22.96,21.8,22.95,1318869,21.8
2011-03-16,22.86,23.25,22.69,22.82,1169676,22.69
2011-03-17,23.24,23.43,22.64,22.81,922504,22.64
2011-03-18,23.19,23.19,22.51,22.96,687823,22.51
2011-03-21,23.01,23.05,22.54,22.73,411650,22.54
2011-03-22,22.74,22.86,22,22.19,582813,22
2011-03-23,22.11,22.27,21.77,22.21,422793,21.77
2011-03-24,22.14,22.38,21.98,22.33,462160,21.98
2011-03-25,22.45,23,22.4,22.75,567922,22.4
2011-03-28,22.7,23.54,22.55,23.25,1058018,22.55
2011-03-29,23.31,24,23.21,23.92,755591,23.21
2011-03-30,24.11,24.49,23.01,23.71,1223277,23.01
2011-03-31,26.5,28.71,26.5,27.75,11519981,26.5
2011-04-01,27.7,28.18,26.57,26.66,2864787,26.57
2011-04-04,26.78,27,25.23,25.83,2609227,25.23
2011-04-05,25.9,27,25.69,26.7,3181627,25.69
2011-04-06,27,27.01,25.8,26.49,1288297,25.8
2011-04-07,26.85,27.94,26.45,27.24,2810766,26.45
2011-04-08,27.58,27.6,26.36,26.49,1946352,26.36
2011-04-11,26.47,26.53,25.02,25.27,1369940,25.02
2011-04-12,25.08,25.21,24.3,24.65,1357401,24.3
2011-04-13,25.13,25.69,24.81,24.93,1211444,24.81
2011-04-14,24.84,25.28,24.2,25.14,983382,24.2
2011-04-15,25.65,26.18,25.41,25.58,943451,25.41
2011-04-18,25.13,25.62,24.36,25.03,1033871,24.36
2011-04-19,25.26,25.26,24.65,25.16,548693,24.65
2011-04-20,25.7,26.09,25.3,25.75,837169,25.3
2011-04-21,25.84,26.98,25.59,26.74,1386053,25.59
2011-04-25,26.7,26.73,25.97,26.39,800839,25.97
2011-04-26,26.66,27.25,26.31,26.93,1372343,26.31
2011-04-27,26.93,27.36,26.63,27.08,996901,26.63
2011-04-28,27.07,27.69,26.72,27.66,1644897,26.72
2011-04-29,27.69,27.87,27.42,27.6,726240,27.42
2011-05-02,27.6,27.8,27.06,27.45,784560,27.06
2011-05-03,27.38,27.39,26.5,26.87,913965,26.5
2011-05-04,26.78,27,25.75,26.69,1044699,25.75
2011-05-05,27.25,27.44,26.17,26.44,1219449,26.17
2011-05-06,26.99,27.7,26.62,27.12,981606,26.62
2011-05-09,27,28,26.85,27.91,914803,26.85
2011-05-10,28.24,28.95,27.91,28.33,1535468,27.91
2011-05-11,28.2,28.3,26.92,27.07,962565,26.92
2011-05-12,27.07,27.74,26.65,27.67,627740,26.65
2011-05-13,28,28.19,27.3,27.55,661577,27.3
2011-05-16,27.99,27.99,26.55,26.6,755622,26.55
2011-05-17,27,27,25.72,25.96,1234156,25.72
2011-05-18,26.1,26.47,25.52,26.35,729407,25.52
2011-05-19,27,28.44,26.6,28.2,2655067,26.6
2011-05-20,28.25,28.28,27.35,27.97,842534,27.35
2011-05-23,27.54,27.62,26.62,26.82,863548,26.62
2011-05-24,27.02,27.5,26.6,26.72,613673,26.6
2011-05-25,26.9,29.01,26.17,28.98,4693149,26.17
2011-05-26,28.82,29.76,28.1,29.48,3336891,28.1
2011-05-27,29.54,29.67,28.82,29.55,1687069,28.82
2011-05-31,29.69,30.28,29.55,30.14,3290183,29.55
2011-06-01,30,30.1,28.38,28.52,1529896,28.38
2011-06-02,28.52,29.32,28.51,28.76,986294,28.51
2011-06-03,29.95,31.5,29.5,30.13,6209334,29.5
2011-06-06,30.1,30.13,28.26,28.7,2331017,28.26
2011-06-07,28.94,29.39,28.26,28.37,1222099,28.26
2011-06-08,28.41,28.6,27.02,27.12,1695836,27.02
2011-06-09,27.43,28.1,27.1,27.62,1603120,27.1
2011-06-10,27.52,28.3,27.35,27.86,1566532,27.35
2011-06-13,28.07,28.88,27.88,28.43,1713641,27.88
2011-06-14,28.54,29.7,28.52,28.6,1573310,28.52
2011-06-15,28.44,28.45,27.07,27.32,1346579,27.07
2011-06-16,27.67,28,25.74,26.5,1842124,25.74
2011-06-17,26.87,27.7,26.14,26.5,1697936,26.14
2011-06-20,26.29,26.46,25.5,26.01,1537709,25.5
2011-06-21,26.24,27.73,26,27.53,1496563,26
2011-06-22,27.53,28.25,27.1,27.21,1475533,27.1
2011-06-23,27.2,27.72,26.21,27.71,1169990,26.21
2011-06-24,27.69,27.97,27.26,27.57,3326368,27.26
2011-06-27,27.73,28.28,27.31,27.46,1809367,27.31
2011-06-28,27.79,28.25,27.67,28.11,889132,27.67
2011-06-29,28.5,29.09,28.07,28.29,1459208,28.07
2011-06-30,28.6,29.33,28.4,29.13,946654,28.4
2011-07-01,29.07,29.6,28.8,29.02,854839,28.8
2011-07-05,29.19,29.52,28.71,29.14,995989,28.71
2011-07-06,29.14,29.14,28.55,28.96,926889,28.55
2011-07-07,29.14,30,29.01,29.73,1289485,29.01
2011-07-08,29.89,29.89,28.59,28.81,1240580,28.59
2011-07-11,28.4,28.53,28,28.35,975703,28
2011-07-12,28.37,29.09,28,28.17,1045306,28
2011-07-13,28.44,29.03,27.9,28.64,1065942,27.9
2011-07-14,28.96,28.96,27.25,27.61,1159131,27.25
2011-07-15,27.79,27.83,27.4,27.58,708954,27.4
2011-07-18,27.34,27.45,26.63,27.23,851877,26.63
2011-07-19,27.58,28.11,27.54,27.89,1026048,27.54
2011-07-20,28,30.44,27.8,28.69,3022479,27.8
2011-07-21,28.91,29.16,28.1,28.7,1012006,28.1
2011-07-22,28.7,29.54,28.55,29.29,583868,28.55
2011-07-25,29.01,29.25,28.44,28.49,673391,28.44
2011-07-26,28.31,28.77,27.97,28,760532,27.97
2011-07-27,28.5,28.5,27.51,27.64,958403,27.51
2011-07-28,27.6,28.55,27.54,28.17,906356,27.54
2011-07-29,27.73,28.4,27.5,28.17,948127,27.5
2011-08-01,28.67,28.98,28.21,28.77,1164822,28.21
2011-08-02,28.69,29.2,27.27,27.34,1546120,27.27
2011-08-03,27.5,27.83,26.34,27.2,1800828,26.34
2011-08-04,26.51,26.89,24.67,24.75,3065183,24.67
2011-08-05,24.99,25.38,22.83,24.24,1964055,22.83
2011-08-08,23.16,24.44,23.1,23.64,2608472,23.1
2011-08-09,24.4,25.45,23.7,25.06,1333382,23.7
2011-08-10,25.4,25.44,23.63,23.82,1560047,23.63
2011-08-11,24.04,25.75,24,25.3,829884,24
2011-08-12,25.6,27.14,25.36,26.31,1009020,25.36
2011-08-15,26.62,26.75,25.93,26.23,645358,25.93
2011-08-16,26.13,26.54,25.83,26.1,537688,25.83
2011-08-17,26.39,26.65,25.51,25.83,643672,25.51
2011-08-18,25,25.15,23.47,24.26,1056569,23.47
2011-08-19,23.8,24.22,22,22.3,1375277,22
2011-08-22,23.11,23.8,21.68,21.95,986081,21.68
2011-08-23,21.93,23.11,21.5,22.96,868968,21.5
2011-08-24,23.1,23.93,22.83,23.87,684238,22.83
2011-08-25,23.87,23.87,22.9,23.11,679740,22.9
2011-08-26,22.71,23.95,22.07,23.73,761756,22.07
2011-08-29,24.22,24.85,24.02,24.71,803302,24.02
2011-08-30,24.5,24.77,24.09,24.63,366159,24.09
2011-08-31,24.8,25.5,24.28,24.74,823735,24.28
2011-09-01,24.66,24.87,23.84,24,848085,23.84
2011-09-02,23.76,23.76,22.68,23.07,679205,22.68
2011-09-06,22.5,23.2,22.29,22.94,809760,22.29
2011-09-07,23.42,24,23.28,23.84,459186,23.28
2011-09-08,23.58,24.03,23.28,23.61,505697,23.28
2011-09-09,23.37,23.57,22.55,22.97,669263,22.55
2011-09-12,22.89,23.31,22.45,22.88,566571,22.45
2011-09-13,23.01,24.1,22.75,24.08,726461,22.75
2011-09-14,24.34,24.84,23.79,24.34,830777,23.79
2011-09-15,24.58,24.93,24.33,24.82,562512,24.33
2011-09-16,24.49,25.84,24.49,25.8,1417074,24.49
2011-09-19,24.93,25.81,23.82,25.77,1071063,23.82
2011-09-20,25.77,26.6,25.67,26.01,1180351,25.67
2011-09-21,25.95,26.95,25.7,25.85,987577,25.7
2011-09-22,25.64,26.11,24.88,25.63,775802,24.88
2011-09-23,25.42,26.62,25.35,26.38,1156328,25.35
2011-09-26,26.5,26.52,24.9,25.52,934715,24.9
2011-09-27,26,26.99,25.57,26.19,674429,25.57
2011-09-28,26,26.5,24.51,24.59,723206,24.51
2011-09-29,25.72,25.82,23.55,24.12,929545,23.55
2011-09-30,24.8,24.89,23.49,24.39,1336054,23.49
2011-10-03,24.95,25,23.25,23.73,1023130,23.25
2011-10-04,23.29,24.32,22.93,23.66,1200214,22.93
2011-10-05,24.03,25.83,23.35,25.37,1229414,23.35
2011-10-06,25.48,27.6,25.02,26.96,1769026,25.02
2011-10-07,27,27.6,26.05,26.99,1092685,26.05
2011-10-10,27.35,28.18,27,27.88,923416,27
2011-10-11,27.51,27.77,27.09,27.61,575603,27.09
2011-10-12,27.25,28,27.2,27.8,1123364,27.2
2011-10-13,27.73,28.47,27.44,27.94,1043413,27.44
2011-10-14,28.01,28.55,27.26,28.05,1400469,27.26
2011-10-17,27.86,28,27.26,27.42,754439,27.26
2011-10-18,27.3,28.43,26.71,28.34,999690,26.71
2011-10-19,28.06,28.06,27.3,27.57,792850,27.3
2011-10-20,27.44,27.47,27,27.34,999647,27
2011-10-21,27.4,28.3,27.01,28.03,1142550,27.01
2011-10-24,27.87,28.89,27.75,28.55,920776,27.75
2011-10-25,28.23,28.86,27.8,28.25,654371,27.8
2011-10-26,28.25,28.37,27.4,27.98,510479,27.4
2011-10-27,28.34,28.95,28.11,28.76,869335,28.11
2011-10-28,28.45,30,28.01,29.87,1263973,28.01
2011-10-31,29.5,29.51,28.75,29.37,1133969,28.75
2011-11-01,28.4,28.92,28,28.88,635775,28
2011-11-02,29,29.26,28.25,28.71,875521,28.25
2011-11-03,30,32.49,29.53,32.46,2510603,29.53
2011-11-04,31.46,32.4,30.51,32.31,3033107,30.51
2011-11-07,31.64,32,30.75,31.27,1266269,30.75
2011-11-08,31.37,32,30.72,31.84,1167830,30.72
2011-11-09,30.87,31.49,30.3,30.88,890257,30.3
2011-11-10,30.94,31.5,30.65,31.33,747273,30.65
2011-11-11,31.9,34.5,30.57,33.64,3868276,30.57
2011-11-14,33,33.54,32.62,33.22,1325656,32.62
2011-11-15,32.92,34.4,32.73,33.93,890905,32.73
2011-11-16,33.48,35,33.4,34.94,1833136,33.4
2011-11-17,34.5,34.9,33.19,33.68,1349265,33.19
2011-11-18,33.64,34.11,32.54,32.6,902729,32.54
2011-11-21,32.29,32.44,31.05,31.76,1031524,31.05
2011-11-22,31.76,32.79,31.05,32.07,732518,31.05
2011-11-23,31.76,32.05,31.25,31.45,451713,31.25
2011-11-25,31.86,32.41,31.08,31.66,239595,31.08
2011-11-28,32,33.28,31.81,32.56,681124,31.81
2011-11-29,32.5,33.07,31.63,31.75,591054,31.63
2011-11-30,32.72,32.93,32.22,32.74,760265,32.22
2011-12-01,32.57,33.99,31.98,32.6,1030108,31.98
2011-12-02,32.83,33.69,32.4,33.3,802718,32.4
2011-12-05,33.53,35,33.43,34.42,1160050,33.43
2011-12-06,34.2,34.98,34.03,34.87,951710,34.03
2011-12-07,34.63,34.89,33.8,34.19,674244,33.8
2011-12-08,30.84,31.65,29.61,30.89,3305945,29.61
2011-12-09,30.54,31.12,30.28,31.04,1239444,30.28
2011-12-12,30.44,30.62,30.02,30.41,758657,30.02
2011-12-13,30.57,30.93,28.91,29.45,994015,28.91
2011-12-14,29.5,29.68,28,28.53,1163840,28
2011-12-15,28.86,29.17,28.12,28.62,646962,28.12
2011-12-16,28.75,28.93,27.98,28,1029605,27.98
2011-12-19,28.11,28.5,27.37,27.75,986952,27.37
2011-12-20,28.05,28.45,27.72,27.9,843281,27.72
2011-12-21,27.91,28.07,26.03,27.57,1705407,26.03
2011-12-22,27.6,28.05,27.3,27.77,1009302,27.3
2011-12-23,28,28,27.52,27.9,591390,27.52
2011-12-27,27.66,28.77,27.64,28.57,777403,27.64
2011-12-28,28.99,29.24,28.04,28.51,575138,28.04
2011-12-29,28.59,29.34,28.55,28.73,488150,28.55
2011-12-30,28.49,28.98,28.25,28.56,339860,28.25
2012-01-03,28.94,29.5,27.65,28.08,928052,27.65
2012-01-04,28.21,28.67,27.5,27.71,616466,27.5
2012-01-05,27.76,27.93,26.85,27.12,1005432,26.85
2012-01-06,27.25,27.79,26.41,26.91,986287,26.41
2012-01-09,27,27.49,26.12,27.25,896951,26.12
2012-01-10,27.44,27.76,27.25,27.62,671732,27.25
2012-01-11,27.62,28.38,27.3,28.23,672239,27.3
2012-01-12,28.27,28.62,27.81,28.25,729300,27.81
2012-01-13,28.45,28.5,22.64,22.79,5502953,22.64
2012-01-17,26.66,27.34,26.41,26.6,4651391,26.41
2012-01-18,26.69,26.88,26.25,26.81,1260183,26.25
2012-01-19,27.02,27.74,26.61,26.76,1246222,26.61
2012-01-20,26.92,27,26.4,26.6,647789,26.4
2012-01-23,26.81,27.21,26.6,26.77,594533,26.6
